UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
6136,NA,Male,"under $25,000",Single (no kids),Current K-12,Republican,0,Yes,Yes,No,No,Yes,Yes,Private,Yes,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,No,Yes,No Response,Yes,No,Cool headed,Standard hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,Yes,No,TMI,Yes,Yes,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,No,Yes,No Response,Grrr people,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Rent,Pessimist,Dad,Yes,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,99
6138,1979,Male,"$50,000 - $74,999",Married (w/kids),Doctoral Degree,Libertarian,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Idealist,No Response,Yes,No Response,Odd hours,No,Right,No,Yes,No Response,No,P.M.,No Response,Start,No Response,No Response,No Response,No,Yes,No,Yes,No,Mysterious,No,No,No Response,Technology,Yes,No,Yes,No Response,Yes,Demanding,Yes,PC,Yes,Cautious,Yes,Umm...,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No Response,Pessimist,Dad,No Response,Yes,No Response,No,No Response,No,No Response,No,Yes,No,Yes,Yes,No Response,No,No Response,63
6140,1976,Female,No Response,Single (no kids),Bachelor's Degree,No Response,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,TMI,No,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,Yes,PC,No Response,Cautious,No Response,Umm...,No,Socialize,No,In-person,Yes,Yes,No,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,65
6141,1985,Female,"$100,001 - $150,000",Married (no kids),Master's Degree,Libertarian,1,Yes,No,No,Yes,No,No,Public,No,Yes,No,Yes,No,Yes,Yes,Art,Study first,Yes,Yes,No,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,No,TMI,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,No,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Own,Optimist,Dad,Yes,No,Yes,Yes,Check!,No,No,No,No,Yes,No,Yes,No,Yes,Yes,101
6143,NA,Female,"$25,001 - $50,000",No Response,Current K-12,Democrat,0,No,No,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Study first,Yes,No,No,Yes,No Response,Yes,No,Pragmatist,Yes,No,Cool headed,No Response,No,Right,Yes,Yes,No,No,P.M.,Yes,End,No Response,No,Circumstances,No,No,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,Yay people!,Yes,No Response,No Response,Yes,Yes,No,Yes,No,No,No,Yes,No,Own,Pessimist,Mom,No,Yes,Yes,No,Check!,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,80
6147,1961,Male,"under $25,000",Domestic Partners (no kids),Current Undergraduate,Independent,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,Idealist,No,Yes,Hot headed,No Response,No,Happy,No,Yes,No,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,22
6149,1995,Male,No Response,No Response,Current K-12,Independent,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No,Supportive,No Response,PC,No Response,No Response,No Response,No Response,No Response,No Response,No Response,In-person,No,No Response,No Response,Yes,Yay people!,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Own,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Yes,No Response,No Response,No Response,No Response,Yes,No Response,24
6153,NA,No Response,No Response,No Response,No Response,No Response,0,No Response,Yes,No,Yes,Yes,Yes,Public,No,No,No,No,Yes,No,Yes,Art,Study first,Yes,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,Yes,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,No,Yes,A.M.,No,Start,No,Yes,Circumstances,Yes,Yes,Yes,No,Yes,Mysterious,Yes,No,Talk,People,Yes,Yes,Yes,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,54
6154,1989,Female,"under $25,000",Single (no kids),Current Undergraduate,Independent,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Hot headed,No Response,No,No Response,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No,Yes,Yes,TMI,No,No,Tunes,People,No,Yes,No,No,No,Supportive,Yes,PC,No,Cautious,Yes,Umm...,Yes,Socialize,No,Online,Yes,No,Yes,No,Grrr people,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,No,64
6156,1994,Male,"$75,000 - $100,000",Single (no kids),Current Undergraduate,Republican,1,No,No,No,No Response,Yes,Yes,Public,No,Yes,No,No Response,Yes,No Response,Yes,Science,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,No,No Response,No,Yes,No,No,No Response,TMI,No,Yes,No Response,People,No,No Response,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,No Response,No Response,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No Response,Yes,Yes,Yes,Yes,No Response,No Response,Yes,No Response,Optimist,No Response,No,Yes,No,Yes,No Response,Yes,No Response,No Response,No Response,No Response,No,Yes,Yes,No,Yes,61
6158,1955,Female,No Response,Married (w/kids),Current Undergraduate,Independent,0,No Response,No,No,Yes,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,Art,Try first,Yes,No,No,No,Giving,Yes,No,Idealist,No,No,Cool headed,No Response,No,Happy,No,Yes,No,No,A.M.,Yes,End,Yes,No,Me,No,Yes,Yes,Yes,Yes,TMI,No,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Supportive,Yes,PC,Yes,Cautious,No,Yes!,No Response,Space,No Response,No Response,No Response,No Response,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Own,No Response,No Response,No Response,Yes,Yes,Yes,Nope,Yes,No,No,No,No Response,No,Yes,No,Yes,Yes,90
6163,1981,Female,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Democrat,1,No Response,No Response,No Response,Yes,No Response,No,Public,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,P.M.,No,No Response,No,No,Circumstances,No Response,No Response,No Response,No Response,No Response,Mysterious,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,No Response,No,PC,Yes,Cautious,Yes,Yes!,No,Space,Yes,No Response,No Response,No,Yes,No,No Response,Yes,No,No Response,Yes,Yes,No,Yes,No,No Response,No,No,Yes,No Response,No Response,Mom,No Response,Yes,Yes,No,Check!,No,No,No,No Response,Yes,No Response,Yes,Yes,No,No,47
6164,1997,Female,"$100,001 - $150,000",Single (no kids),Current K-12,Independent,1,No Response,No Response,No Response,No,Yes,Yes,Public,No,Yes,Yes,No Response,No Response,Yes,Yes,Art,Try first,No Response,Yes,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No Response,Yes,No,No Response,No,No Response,No Response,Yes,No Response,Mysterious,No Response,No Response,Tunes,People,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Yes,Yay people!,No Response,No Response,Yes,Yes,Yes,Yes,Yes,No Response,No Response,No Response,No Response,No Response,No Response,Optimist,No Response,No,No,No,No Response,Nope,Yes,No,No,No,No,No Response,No Response,Yes,No,No Response,42
6166,1998,Female,"$75,000 - $100,000",No Response,Current K-12,Democrat,0,Yes,Yes,No,No,No,No,Public,Yes,No,No,Yes,No,Yes,Yes,Science,Study first,Yes,No,Yes,Yes,Giving,Yes,Yes,Idealist,Yes,Yes,Hot headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,Yes,TMI,No,No,Tunes,People,No,Yes,Yes,No,No,Demanding,No,Mac,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Own,Optimist,Mom,No,Yes,Yes,No,Nope,Yes,No,No,No,Yes,No,Yes,No,No,Yes,101
6167,1994,Female,No Response,Single (no kids),High School Diploma,Democrat,0,No Response,No Response,No Response,No Response,No,Yes,Public,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No,No Response,No Response,Yes,No Response,Odd hours,No Response,No Response,No Response,No Response,No Response,No,P.M.,Yes,Start,Yes,No,Me,No,No,No,No,No,Mysterious,No,No,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Supportive,Yes,PC,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No,No Response,No,No Response,Own,Pessimist,Dad,No Response,Yes,Yes,Yes,No Response,No Response,No Response,No Response,No Response,Yes,No Response,Yes,No Response,Yes,Yes,40
6168,NA,No Response,No Response,No Response,No Response,No Response,0,Yes,Yes,No,No,No,Yes,Public,No Response,Yes,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,No,No,No,P.M.,Yes,End,Yes,No,No Response,No,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,Yes,Umm...,No,Space,Yes,In-person,No,No,Yes,No,Grrr people,No,No,Yes,No Response,No Response,Yes,Yes,No,Yes,No,Yes,No,No Response,No Response,No Response,No,Yes,No,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,94
6169,1978,Male,"$50,000 - $74,999",Married (w/kids),High School Diploma,Independent,1,No,No,No,No Response,No,Yes,Public,Yes,Yes,No,Yes,Yes,No,No Response,No Response,Try first,Yes,Yes,No,No,Giving,No,No,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Me,No,No,Yes,No,No,TMI,No,No,Talk,People,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,No Response,No,No Response,No Response,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,No,No,No,Yes,Yes,No,Yes,Yes,No Response,No,94
6174,1981,Female,No Response,No Response,No Response,No Response,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No Response,Yes,No,No Response,No,Yes,No,No,Yes,No Response,No Response,No Response,Tunes,Technology,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Cautious,No,No Response,No,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Yay people!,No,No,No,No,Yes,No Response,No,No,Yes,Yes,Yes,No Response,Rent,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,27
6175,1996,Male,"under $25,000",Single (no kids),Current Undergraduate,Independent,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,P.M.,No Response,Start,No Response,No,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Cautious,No Response,Umm...,No Response,No Response,No Response,In-person,No Response,No Response,No Response,Yes,Yay people!,No Response,No Response,No Response,Yes,No Response,Yes,Yes,No Response,No Response,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No,No Response,No Response,No Response,No,No Response,No Response,No Response,No,Only-child,Yes,No,No,23
6176,1995,Male,No Response,No Response,Current K-12,Libertarian,0,No Response,No Response,No Response,No,No,Yes,Public,No,No,No,Yes,No,Yes,Yes,No Response,No Response,No Response,No,Yes,Yes,No Response,No,Yes,No Response,No,No Response,No Response,No Response,No,No Response,No Response,No,No,No Response,No Response,No Response,Start,Yes,Yes,Me,Yes,Yes,No,Yes,Yes,No Response,No,No,Talk,People,No,No Response,Yes,No Response,No,Demanding,No Response,No Response,No,Cautious,Yes,Umm...,No,No Response,Yes,In-person,No,Yes,Yes,Yes,No Response,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No Response,Pessimist,Dad,No,No,No,Yes,Nope,Yes,No,Yes,No,No Response,No,Only-child,No,No,No,76
6178,NA,No Response,No Response,No Response,No Response,No Response,1,No Response,Yes,No,No,Yes,Yes,Public,No,No,No,No,Yes,No Response,Yes,Art,No Response,Yes,Yes,No,No,Giving,Yes,No,Idealist,No,Yes,Hot headed,Odd hours,No Response,No Response,No Response,No Response,No,No,P.M.,Yes,End,Yes,Yes,Me,No,No,No,Yes,Yes,Mysterious,No,Yes,Talk,Technology,Yes,No,Yes,Yes,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,No,No,Grrr people,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,94
6180,1982,Female,"$100,001 - $150,000",Single (no kids),Master's Degree,Libertarian,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Yes,Yes,Yes,Mysterious,Yes,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,In-person,Yes,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Pessimist,Mom,No Response,No Response,Yes,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No Response,24
6181,1998,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Independent,0,Yes,Yes,No,No,No,Yes,Public,No,Yes,Yes,Yes,Yes,Yes,Yes,Art,Study first,Yes,No,Yes,No,Receiving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,No Response,Yes,No,No,No,Mysterious,No,No,Talk,People,No,Yes,Yes,No,Yes,Demanding,Yes,Mac,No,Cautious,No Response,Yes!,Yes,Socialize,No,Online,No,No,No,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Rent,Optimist,Mom,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,99
6183,1997,Male,"$100,001 - $150,000",Single (no kids),Current K-12,Republican,0,No Response,No Response,No Response,No Response,No,Yes,Public,No,Yes,Yes,Yes,No,No,Yes,Art,Try first,Yes,Yes,Yes,Yes,Receiving,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,No,Demanding,Yes,PC,No,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Rent,Pessimist,Dad,Yes,Yes,No,Yes,Nope,No,No,No,Yes,No,No,Yes,No,No,No Response,96
6185,1977,Male,"under $25,000",Single (w/kids),Associate's Degree,Other,1,No Response,No Response,No,No,Yes,No,Public,No Response,No Response,No Response,Yes,Yes,No Response,No Response,No Response,No Response,Yes,No,No Response,Yes,Giving,No,No Response,No Response,No Response,No Response,Cool headed,No Response,No Response,Happy,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Yes,No,No,No,TMI,Yes,No Response,Tunes,People,No Response,No Response,No Response,No Response,No Response,No Response,No Response,PC,Yes,Risk-friendly,No Response,No Response,No Response,No Response,No Response,In-person,No Response,No,No Response,Yes,Yay people!,Yes,No,Yes,Yes,No Response,No,No,No,Yes,Yes,No,Yes,Own,Optimist,Dad,No Response,No,Yes,No,Nope,No,No,No,Yes,Yes,No,Only-child,No Response,No Response,No Response,56
6189,NA,Female,No Response,Married (w/kids),Current K-12,Republican,1,No Response,Yes,No,No,No,Yes,Public,No,No,No,Yes,Yes,No,Yes,Science,Study first,Yes,No,Yes,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,No,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Own,Optimist,Dad,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No,100
6192,1969,Female,"$100,001 - $150,000",Domestic Partners (w/kids),Bachelor's Degree,Democrat,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,No,Yes,Science,Try first,Yes,No,No,Yes,Giving,Yes,Yes,Idealist,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Cautious,No,Yes!,Yes,Space,No,No Response,No Response,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,27
6194,1962,No Response,"$50,000 - $74,999",Married (w/kids),Master's Degree,Democrat,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,Try first,Yes,Yes,Yes,Yes,Giving,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Yes,No,Yes,Supportive,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No,No Response,No,Yes,No Response,No,No,21
6206,NA,No Response,No Response,No Response,No Response,No Response,0,No Response,No Response,No,Yes,Yes,Yes,Public,Yes,Yes,No,Yes,Yes,No,Yes,Art,Study first,Yes,No,Yes,Yes,Receiving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,No,Yes,Mysterious,No,No,Talk,People,Yes,No,Yes,Yes,No,Supportive,No,Mac,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,Yes,No,No Response,Yes,Grrr people,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Rent,Optimist,Mom,Yes,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,98
6209,NA,No Response,No Response,No Response,No Response,No Response,0,No Response,No Response,No Response,No Response,No Response,No,Public,No Response,No Response,No Response,No Response,No Response,No,Yes,Art,Study first,Yes,No Response,No Response,Yes,No Response,Yes,No,No Response,No Response,No Response,Cool headed,No Response,Yes,No Response,No Response,Yes,No,No Response,P.M.,No Response,No Response,Yes,No Response,No Response,No Response,No,No,No,No,No Response,No,No Response,Talk,People,Yes,No Response,Yes,No Response,No,No Response,Yes,No Response,Yes,Cautious,No Response,Yes!,No,Socialize,Yes,Online,No,No,No Response,No,Yay people!,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No Response,Yes,Yes,No,Own,Optimist,Mom,No,No,No Response,No,Check!,No,No,No,Yes,No Response,Yes,Yes,No Response,Yes,No Response,63
6210,1995,Female,"under $25,000",Single (no kids),High School Diploma,No Response,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Tunes,Technology,No,Yes,Yes,No,No,Demanding,Yes,PC,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Yes,No,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No Response,No Response,No Response,No Response,No Response,29
6212,NA,No Response,No Response,No Response,No Response,No Response,1,No Response,Yes,No,No,No,Yes,Private,Yes,No,No,Yes,No,Yes,No,Art,Study first,Yes,No,No,Yes,Giving,No,Yes,Idealist,No,Yes,Cool headed,Odd hours,No Response,No Response,No Response,No Response,No,Yes,P.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No Response,No Response,No,No,Yes,No,No,Yes,Yes,No Response,No Response,No Response,No Response,No Response,No Response,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,69
6213,1986,Male,No Response,Married (no kids),Current Undergraduate,Independent,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Cool headed,Standard hours,No Response,No Response,Yes,Yes,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,Yes,No,No,Rent,Pessimist,Dad,Yes,Yes,No,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,28
